1366.42	1366.42
1365.96	1365.96
1366.01	1366.01
1365.47	1365.47
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1365.48	1365.48
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1367	1367
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1366.24	1366.24
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1361.95	1361.95
1362.5	1362.5
1362.46	1362.46
1362.39	1362.39
1362.84	1362.84
1363.24	1363.24
1363.61	1363.61
1368.26	1368.26
1368.64	1368.64
1368.5	1368.5
1368.4	1368.4
1368.35	1368.35
1368.33	1368.33
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.31	1368.31
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1370.73	1370.73
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1368.12	1368.12
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.92	1367.92
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1367.72	1367.72
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1367.72	1367.72
1367.72	1367.72
1367.53	1367.53
1367.53	1367.53
1367.53	1367.53
1366.97	1366.97
1366.98	1366.98
1367.02	1367.02
1367.09	1367.09
1366.64	1366.64
1366.24	1366.24
1365.87	1365.87
1361.2	1361.2
1360.82	1360.82
1360.4	1360.4
1359.93	1359.93
1359.98	1359.98
1359.45	1359.45
1359.46	1359.46
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.83	1365.83
1365.64	1365.64
1365.64	1365.64
1365.61	1365.61
1365.6	1365.6
1365.57	1365.57
1365.49	1365.49
1365.38	1365.38
1359.03	1359.03
1359.4	1359.4
1359.76	1359.76
1360.14	1360.14
1360.56	1360.56
1361.03	1361.03
1360.98	1360.98
1360.95	1360.95
1361.5	1361.5
1361.5	1361.5
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.01	1366.01
1366.77	1366.77
1366.77	1366.77
1366.77	1366.77
1366.77	1366.77
1370.13	1370.13
1370.13	1370.13
1370.13	1370.13
1370.33	1370.33
1370.33	1370.33
1370.33	1370.33
1370.53	1370.53
1373.14	1373.14
1373.14	1373.14
1373.24	1373.24
1373.24	1373.24
1373.24	1373.24
1373.44	1373.44
1376.05	1376.05
1376.25	1376.25
1376.25	1376.25
1376.25	1376.25
1379.07	1379.07
1379.07	1379.07
1379.27	1379.27
1379.27	1379.27
1379.46	1379.46
1382.09	1382.09
1382.29	1382.29
1382.29	1382.29
1382.48	1382.48
1382.68	1382.68
1382.68	1382.68
1385.51	1385.51
1385.51	1385.51
1385.7	1385.7
1385.9	1385.9
1385.9	1385.9
1388.73	1388.73
1388.73	1388.73
1388.93	1388.93
1389.13	1389.13
1389.13	1389.13
1389.33	1389.33
1389.52	1389.52
1389.52	1389.52
1392.36	1392.36
1392.36	1392.36
1392.56	1392.56
1392.75	1392.75
1392.75	1392.75
1395.6	1395.6
1395.79	1395.79
1395.79	1395.79
1395.99	1395.99
1395.99	1395.99
1398.93	1398.93
1398.93	1398.93
1399.12	1399.12
1399.12	1399.12
1399.32	1399.32
1399.32	1399.32
1399.52	1399.52
1402.37	1402.37
1402.37	1402.37
1402.57	1402.57
1402.57	1402.57
1405.42	1405.42
1405.42	1405.42
1405.62	1405.62
1405.62	1405.62
1405.62	1405.62
1408.48	1408.48
1408.48	1408.48
1408.68	1408.68
1408.68	1408.68
1408.88	1408.88
1408.88	1408.88
1408.88	1408.88
1409.07	1409.07
1409.07	1409.07
1409.27	1409.27
1409.27	1409.27
1411.94	1411.94
1412.14	1412.14
1412.15	1412.15
1412.19	1412.19
1412.46	1412.46
1412.58	1412.58
1412.74	1412.74
1413.14	1413.14
1413.34	1413.34
1413.53	1413.53
1413.87	1413.87
1413.98	1413.98
1414.03	1414.03
1414.25	1414.25
1414.26	1414.26
1414.26	1414.26
1414.26	1414.26
1414.26	1414.26
1414.46	1414.46
1414.46	1414.46
1414.46	1414.46
1414.46	1414.46
1414.66	1414.66
1414.66	1414.66
1414.66	1414.66
1414.66	1414.66
1414.66	1414.66
1414.66	1414.66
1414.86	1414.86
1414.86	1414.86
1414.86	1414.86
1414.86	1414.86
1414.86	1414.86
1414.86	1414.86
1414.86	1414.86
1415.06	1415.06
1415.06	1415.06
1415.06	1415.06
1417.73	1417.73
1417.73	1417.73
1417.73	1417.73
1417.73	1417.73
1417.73	1417.73
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1417.93	1417.93
1418.13	1418.13
1415.45	1415.45
1415.45	1415.45
1415.45	1415.45
1415.45	1415.45
1415.45	1415.45
1418.13	1418.13
