188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.971 -0.0 -278.9 0.024 0.023
188.959 -0.0 -278.9 0.024 0.023
188.933 -0.0 -278.9 0.024 0.023
188.89 -0.0 -278.9 0.024 0.023
188.836 -0.0 -278.9 0.024 0.023
188.779 -0.0 -278.9 0.024 0.023
188.73 -0.0 -278.9 0.024 0.023
188.697 -0.0 -278.9 0.024 0.023
188.68 -0.0 -278.9 0.024 0.023
188.673 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.669 -0.0 -278.9 0.024 0.023
188.662 -0.0 -278.9 0.024 0.023
188.643 -0.0 -278.9 0.024 0.023
188.609 -0.0 -278.9 0.024 0.023
188.56 -0.0 -278.9 0.024 0.023
188.502 -0.0 -278.9 0.024 0.023
188.449 -0.0 -278.9 0.024 0.023
188.414 -0.0 -278.9 0.024 0.023
188.404 -0.0 -278.9 0.024 0.023
188.422 -0.0 -278.9 0.024 0.023
188.465 -0.0 -278.9 0.024 0.023
188.52 -0.0 -278.9 0.024 0.023
188.577 -0.0 -278.9 0.024 0.023
188.622 -0.0 -278.9 0.024 0.023
188.651 -0.0 -278.9 0.024 0.023
188.665 -0.0 -278.9 0.024 0.023
188.67 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.669 -0.0 -278.9 0.024 0.023
188.662 -0.0 -278.9 0.024 0.023
188.646 -0.0 -278.9 0.024 0.023
188.62 -0.0 -278.9 0.024 0.023
188.591 -0.0 -278.9 0.024 0.023
188.57 -0.0 -278.9 0.024 0.023
188.567 -0.0 -278.9 0.024 0.023
188.583 -0.0 -278.9 0.024 0.023
188.611 -0.0 -278.9 0.024 0.023
188.638 -0.0 -278.9 0.024 0.023
188.658 -0.0 -278.9 0.024 0.023
188.668 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.673 -0.0 -278.9 0.024 0.023
188.68 -0.0 -278.9 0.024 0.023
188.697 -0.0 -278.9 0.024 0.023
188.722 -0.0 -278.9 0.024 0.023
188.751 -0.0 -278.9 0.024 0.023
188.772 -0.0 -278.9 0.024 0.023
188.776 -0.0 -278.9 0.024 0.023
188.759 -0.0 -278.9 0.024 0.023
188.732 -0.0 -278.9 0.024 0.023
188.704 -0.0 -278.9 0.024 0.023
188.685 -0.0 -278.9 0.024 0.023
188.675 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.671 -0.0 -278.9 0.024 0.023
188.673 -0.0 -278.9 0.024 0.023
188.68 -0.0 -278.9 0.024 0.023
188.699 -0.0 -278.9 0.024 0.023
188.733 -0.0 -278.9 0.024 0.023
188.782 -0.0 -278.9 0.024 0.023
188.839 -0.0 -278.9 0.024 0.023
188.893 -0.0 -278.9 0.024 0.023
188.935 -0.0 -278.9 0.024 0.023
188.96 -0.0 -278.9 0.024 0.023
188.972 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.976 -0.0 -278.9 0.024 0.023
188.975 -0.0 -278.9 0.024 0.023
188.968 -0.0 -278.9 0.024 0.023
188.952 -0.0 -278.9 0.024 0.023
188.92 -0.0 -278.9 0.024 0.023
188.872 -0.0 -278.9 0.024 0.023
188.815 -0.0 -278.9 0.024 0.023
188.763 -0.0 -278.9 0.024 0.023
188.729 -0.0 -278.9 0.024 0.023
188.724 -0.0 -278.9 0.024 0.023
188.749 -0.0 -278.9 0.024 0.023
